DSAA31-A900JQR50,22990,0.05740449028369635
DSAA31-1900K0SXN,35990,1.4229275894384128
DSAA31-A900JQRLA,18990,-0.36275646330237027
DSAA31-A900JTIUG,22990,0.05740449028369635
DSAA31-A900K19GS,22990,0.05740449028369635
DSAA31-1900JVJRC,23990,0.162444728680213
DSAA31-A900K23IM,25990,0.3725252054732463
DSAA31-A900JQRNZ,30990,0.8977263974558295
DSAA31-A900JQR5L,24990,0.26748496707672964
DSAA31-1900JZ4LO,33990,1.2128471126453795
DSAA31-A900K1VWZ,29888,0.7819720547428682
DSAA31-1900JZ44W,29990,0.792686159059313
DSAA31-A900K1RRX,27990,0.5826056822662796
DSAA31-A900JQR53,21990,-0.0476357481128203
DSAA31-A900K1VYC,29888,0.7819720547428682
DSAA31-1900K1BBW,24888,0.25677086276028493
DSAA31-A900IFZBC,25888,0.3618111011568016
DSAAOC-1900JZ40C,25990,0.3725252054732463
DSAA31-A900K282V,32888,1.0970927699324182
DSAA31-A900K1RRB,27990,0.5826056822662796
DSAA31-A900IFZEN,47990,2.6834104501966127
DSAA31-A900JQRNY,47990,2.6834104501966127
DSAA31-A900J29WS,43990,2.263249496610546
DSAA31-A900J1950,43990,2.263249496610546
DSAA31-A900IDS7J,43990,2.263249496610546
DSAA31-A900JTLW5,43990,2.263249496610546
DSAA31-1900JZ4TK,47990,2.6834104501966127
DSAA31-A900IV5FM,42990,2.1582092582140295
DSAA31-1900JVJNR,43990,2.263249496610546
DSAA31-A900JQR4K,40990,1.948128781420996
DSAA31-A900IVERT,43990,2.263249496610546
DSAA31-1900JZZ83,42990,2.1582092582140295
DSAA31-1900K0X0E,38888,1.727334200311518
DSAA31-A900JVF0M,40990,1.948128781420996
DSAA31-A900JVF8Y,40990,1.948128781420996
DSAA31-1900JZQ5I,40990,1.948128781420996
DSAA31-1900K0XYQ,38888,1.727334200311518
DSAA31-A900JQRLX,28990,0.6876459206627963
DSAA31-A900K2SUT,15990,-0.6778771784919202
DSAA31-A900K23KB,25990,0.3725252054732463
DSAA31-A900K2SV2,15990,-0.6778771784919202
DSAA31-1900K0T77,19999,-0.25677086276028493
